Ticker,Close,Close_1D,Open,Low,High,Volume,MeanVol_13W,MeanVol_10D,High52W,Low52W,EPS,PE,Market capital,Float,BookValue,Beta,ROE,EPS_52W,CPM,FVQ
S99,5.0,5.0,5.0,5.0,5.1,1500.0,59100.0,51645.0,7.9,4.6,-324.0,-15.4,194.0,38.85,16.0,0.36,-3.0,404.0,1.7173913043478264,657.3604060913706
SHB,12.7,12.2,12.4,12.3,12.9,10643100.0,14803003.0,26174928.0,13.6,4.7,1141.0,10.7,13660.0,1203.13,14.1,1.58,10.0,839.0,2.8936170212765955,81.27607621237395
SHS,21.2,20.7,21.0,20.8,21.5,708800.0,1932912.0,3017802.0,24.0,4.9,2917.0,7.1,2070.0,100.0,13.7,2.47,21.0,1211.0,4.897959183673469,51.7354126830399
VC3,17.0,17.2,17.3,17.0,17.4,51300.0,522161.0,322372.0,33.9,17.2,1536.0,11.2,488.0,28.38,11.7,0.64,13.0,2654.0,1.9709302325581395,54.35105264468238
VCG,22.1,21.6,22.1,21.7,22.5,590000.0,2753247.0,3254753.0,27.7,13.4,3197.0,6.8,9541.0,441.71,17.8,1.8,21.0,1044.0,2.0671641791044775,160.43239128200267
VCS,207.1,196.0,198.0,198.0,214.7,40800.0,88546.0,73829.0,257.0,104.1,14022.0,14.3,15840.0,80.0,29.9,0.38,47.0,8450.0,2.468780019212296,903.4851941363811
VGC,22.9,22.9,23.0,22.9,23.6,242800.0,1002779.0,1082739.0,28.4,12.7,2069.0,11.1,7030.0,307.0,22.1,1.74,11.0,1590.0,2.236220472440945,306.1492113416815
SBS,2.8,2.8,2.9,2.8,3.0,468000.0,820222.0,1283831.0,3.9,1.1,-1.0,-2900.0,367.0,126.66,1.6,1.71,0.0,5.0,3.545454545454545,154.42160780861767
SWC,11.2,11.1,11.2,11.1,11.3,6500.0,147032.0,92608.0,15.7,10.5,7530.0,1.5,752.0,67.1,17.6,0.0,43.0,1082.0,1.4952380952380953,456.36324065509547
NTC,82.0,81.8,81.8,81.8,83.7,1000.0,55012.0,39758.0,94.0,42.5,8905.0,9.2,1310.0,16.0,0.0,0.0,38.0,0.0,2.211764705882353,290.8456336799244
DVN,20.4,19.4,20.2,20.2,20.6,183600.0,1092586.0,1241918.0,28.6,14.5,719.0,27.8,4740.0,237.0,10.4,0.0,8.0,0.0,1.9724137931034484,216.9165630897705
